target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
952,105.597131,2.300549,19106.0,11476.0,2019-11-27 11:17:22.519,40.923,0,136,167.0,79.0,L,0.0,124.0,false,false,0,"0.0,0.0,12.248,12.419","0.0,0.0,53.409,160.935","0,0,182,480",
953,104.254896,2.076542,3984.0,12119.0,2019-11-27 11:17:22.519,33.053,0,4,22.0,17.0,S,0.0,10.0,false,false,0,"0.0,0.0,2.767,1.591","0.0,0.0,102.633,302.258","0,0,107,199",
954,104.807083,2.205967,10290.0,12250.0,2019-11-27 11:17:22.519,36.534,0,132,341.0,52.0,L,0.0,6.0,false,false,0,"0.0,0.0,25.934,16.547","0.0,0.0,82.632,235.63","0,0,562,925",
955,104.465245,2.106774,6343.0,11966.0,2019-11-27 11:17:22.519,34.389,0,211,588.0,58.0,L,0.0,9.0,false,false,0,"0.0,0.0,25.1,64.594","0.0,0.0,96.968,310.748","0,0,630,4462",
956,104.999459,2.211591,12397.0,11876.0,2019-11-27 11:17:22.519,37.633,0,31,86.0,79.0,M,0.0,141.0,false,false,0,"0.0,0.0,1.956,3.178","0.0,0.0,72.775,229.257","0,0,62,229",
957,105.853017,2.385678,22084.0,11807.0,2019-11-27 11:17:22.519,42.287,0,15,40.0,33.0,S,0.0,95.0,false,false,0,"0.0,0.0,4.06,4.312","0.0,0.0,50.084,166.372","0,0,69,207",
958,104.246657,2.122778,3999.0,12629.0,2019-11-27 11:17:22.519,33.061,0,194,239.0,88.0,L,0.0,144.0,false,false,0,"0.0,0.0,12.348,8.031","0.0,0.0,101.861,312.043","0,0,346,647",
959,104.882383,2.245807,11200.0,12504.0,2019-11-27 11:17:22.519,37.012,0,490,404.0,122.0,L,0.0,171.0,false,false,0,"0.0,0.0,45.189,61.089","0.0,0.0,77.198,232.286","0,0,904,3227",
960,104.860701,2.238329,10947.0,12473.0,2019-11-27 11:17:22.519,36.88,0,35,101.0,31.0,M,0.0,1.0,false,false,0,"0.0,0.0,16.785,15.67","0.0,0.0,77.661,233.798","0,0,351,873",
961,104.533415,2.163529,7214.0,12415.0,2019-11-27 11:17:22.519,34.873,0,40,111.0,33.0,M,0.0,5.0,false,false,0,"0.0,0.0,8.343,16.425","0.0,0.0,96.446,285.309","0,0,234,1117",
962,104.534172,2.159001,7212.0,12366.0,2019-11-27 11:17:22.519,34.871,0,93,197.0,44.0,L,0.0,8.0,false,false,0,"0.0,0.0,19.508,75.808","0.0,0.0,96.276,291.788","0,0,496,4892",
963,105.71307,2.413075,20622.0,12414.0,2019-11-27 11:17:22.519,41.625,0,30,72.0,39.0,M,0.0,177.0,false,false,0,"0.0,0.0,5.858,17.721","0.0,0.0,47.291,149.57","0,0,87,618",
964,105.767565,2.439522,21275.0,12573.0,2019-11-27 11:17:22.519,41.922,0,16,51.0,27.0,S,0.0,148.0,false,false,0,"0.0,0.0,6.382,3.851","0.0,0.0,47.805,150.943","0,0,94,173",
965,106.040093,2.508996,24399.0,12700.0,2019-11-27 11:17:22.519,43.308,0,161,149.0,133.0,L,0.0,173.0,false,false,0,"0.0,0.0,5.881,11.353","0.0,0.0,84.695,170.915","0,0,173,543",
966,106.050147,2.501674,24492.0,12599.0,2019-11-27 11:17:22.519,43.349,0,1265,399.0,362.0,L,0.0,136.0,false,false,0,"0.0,0.0,17.378,19.132","0.0,0.0,77.561,168.364","0,0,372,767",
967,106.047503,2.502915,24466.0,12619.0,2019-11-27 11:17:22.519,43.337,0,9,28.0,28.0,S,0.0,100.0,false,false,0,"0.0,0.0,3.419,6.028","0.0,0.0,80.884,171.271","0,0,108,304",
968,106.052558,2.510006,24537.0,12683.0,2019-11-27 11:17:22.519,43.368,0,84,180.0,51.0,L,0.0,162.0,false,false,0,"0.0,0.0,5.316,8.082","0.0,0.0,94.744,200.166","0,0,199,524",
969,106.043174,2.509196,24433.0,12695.0,2019-11-27 11:17:22.519,43.323,0,226,288.0,83.0,L,0.0,162.0,false,false,0,"0.0,0.0,7.248,6.007","0.0,0.0,97.141,232.136","0,0,246,569",
970,106.045755,2.512259,24468.0,12722.0,2019-11-27 11:17:22.519,43.338,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.095,2.926","0.0,0.0,99.184,235.153","0,0,74,351",
971,106.045762,2.517117,24479.0,12774.0,2019-11-27 11:17:22.519,43.343,0,1709,846.0,272.0,L,0.0,122.0,false,false,0,"0.0,0.0,7.826,8.612","0.0,0.0,106.748,225.909","0,0,328,685",
972,106.04528,2.512338,24463.0,12724.0,2019-11-27 11:17:22.519,43.336,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.277,2.15","0.0,0.0,101.011,243.48","0,0,51,264",
973,106.041307,2.516897,24430.0,12781.0,2019-11-27 11:17:22.519,43.322,0,323,677.0,56.0,L,0.0,143.0,false,false,0,"0.0,0.0,6.075,5.336","0.0,0.0,97.193,199.271","0,0,203,341",
974,106.045833,2.516772,24479.0,12770.0,2019-11-27 11:17:22.519,43.343,0,2373,757.0,384.0,L,0.0,108.0,false,false,0,"0.0,0.0,10.159,11.921","0.0,0.0,104.778,214.447","0,0,328,685",
975,106.045815,2.516858,24479.0,12771.0,2019-11-27 11:17:22.519,43.343,0,2482,770.0,379.0,L,0.0,109.0,false,false,0,"0.0,0.0,9.098,10.051","0.0,0.0,101.667,217.46","0,0,328,685",
976,105.713427,2.411351,20622.0,12394.0,2019-11-27 11:17:22.519,41.625,0,11,55.0,19.0,S,0.0,14.0,false,false,0,"0.0,0.0,3.395,1.334","0.0,0.0,47.504,149.334","0,0,58,90",
977,104.338066,2.170322,5102.0,12928.0,2019-11-27 11:17:22.519,33.691,0,16,58.0,23.0,S,0.0,14.0,false,false,0,"0.0,0.0,5.663,2.203","0.0,0.0,99.815,325.546","0,0,176,259",
978,104.981739,2.327311,12466.0,13147.0,2019-11-27 11:17:22.519,37.668,0,365,365.0,106.0,L,0.0,179.0,false,false,0,"0.0,0.0,28.154,43.958","0.0,0.0,71.478,208.517","0,0,523,2059",
979,104.879287,2.304987,11300.0,13140.0,2019-11-27 11:17:22.519,37.065,0,1075,579.0,184.0,L,0.0,5.0,false,false,0,"0.0,0.0,37.55,57.521","0.0,0.0,76.541,227.712","0,0,772,3065",
980,104.6856,2.253226,9074.0,13026.0,2019-11-27 11:17:22.519,35.886,0,198,264.0,73.0,L,0.0,6.0,false,false,0,"0.0,0.0,17.56,45.555","0.0,0.0,92.907,248.254","0,0,434,2555",
981,104.272353,2.1635,4371.0,13004.0,2019-11-27 11:17:22.519,33.275,0,100,196.0,49.0,L,0.0,16.0,false,false,0,"0.0,0.0,29.299,22.591","0.0,0.0,103.801,339.801","0,0,792,1791",
982,104.465607,2.192424,6541.0,12875.0,2019-11-27 11:17:22.519,34.5,0,82,157.0,49.0,L,0.0,12.0,false,false,0,"0.0,0.0,15.641,16.683","0.0,0.0,96.112,284.031","0,0,405,1117",
983,106.045031,2.521099,24480.0,12818.0,2019-11-27 11:17:22.519,43.343,0,51,141.0,38.0,L,0.0,148.0,false,false,0,"0.0,0.0,3.637,2.694","0.0,0.0,95.995,235.086","0,0,152,401",
984,106.047754,2.523922,24516.0,12842.0,2019-11-27 11:17:22.519,43.359,0,132,208.0,79.0,L,0.0,171.0,false,false,0,"0.0,0.0,8.474,12.149","0.0,0.0,88.684,218.63","0,0,252,885",
985,104.84684,2.324159,10990.0,13417.0,2019-11-27 11:17:22.519,36.903,0,28,99.0,36.0,M,0.0,179.0,false,false,0,"0.0,0.0,3.373,1.185","0.0,0.0,75.93,225.563","0,0,92,130",
986,104.184378,2.175763,3441.0,13332.0,2019-11-27 11:17:22.519,32.739,0,44,90.0,49.0,M,0.0,22.0,false,false,0,"0.0,0.0,4.355,2.851","0.0,0.0,109.354,352.407","0,0,155,328",
987,104.160793,2.21676,3277.0,13821.0,2019-11-27 11:17:22.519,32.644,0,43,168.0,49.0,L,0.0,60.0,false,false,0,"0.0,0.0,5.165,3.289","0.0,0.0,107.775,350.319","0,0,179,366",
988,104.859114,2.34424,11169.0,13603.0,2019-11-27 11:17:22.519,36.996,0,203,235.0,82.0,L,0.0,180.0,false,false,0,"0.0,0.0,40.75,40.22","0.0,0.0,75.985,221.369","0,0,793,2003",
989,105.077688,2.390949,13654.0,13607.0,2019-11-27 11:17:22.519,38.273,0,146,378.0,39.0,L,0.0,11.0,false,false,0,"0.0,0.0,40.461,22.597","0.0,0.0,69.844,200.75","0,0,728,1058",
990,104.794641,2.342033,10462.0,13724.0,2019-11-27 11:17:22.519,36.625,0,77,122.0,66.0,L,0.0,175.0,false,false,0,"0.0,0.0,15.352,20.778","0.0,0.0,79.97,236.853","0,0,333,1146",
991,104.17654,2.193583,3396.0,13539.0,2019-11-27 11:17:22.519,32.713,0,45,88.0,48.0,M,0.0,173.0,false,false,0,"0.0,0.0,5.333,4.071","0.0,0.0,109.567,358.819","0,0,184,433",
992,104.106711,2.185344,2617.0,13609.0,2019-11-27 11:17:22.519,32.259,0,22,68.0,31.0,S,0.0,72.0,false,false,0,"0.0,0.0,3.888,3.815","0.0,0.0,111.392,329.818","0,0,133,341",
993,104.846534,2.326076,10991.0,13438.0,2019-11-27 11:17:22.519,36.903,0,80,124.0,61.0,L,0.0,167.0,false,false,0,"0.0,0.0,23.985,45.075","0.0,0.0,75.948,225.618","0,0,485,2268",
994,104.176806,2.188768,3388.0,13488.0,2019-11-27 11:17:22.519,32.708,0,56,104.0,53.0,M,0.0,26.0,false,false,0,"0.0,0.0,7.175,6.604","0.0,0.0,109.562,358.389","0,0,235,618",
995,105.176267,2.393877,14734.0,13417.0,2019-11-27 11:17:22.519,38.814,0,65,115.0,52.0,M,0.0,11.0,false,false,0,"0.0,0.0,25.437,44.353","0.0,0.0,70.268,200.234","0,0,465,1960",
996,104.554172,2.345719,7852.0,14305.0,2019-11-27 11:17:22.519,35.223,0,10,44.0,25.0,S,0.0,164.0,false,false,0,"0.0,0.0,3.059,1.655","0.0,0.0,100.655,273.691","0,0,112,184",
997,104.071833,2.206446,2285.0,13912.0,2019-11-27 11:17:22.519,32.064,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,4.162,2.052","0.0,0.0,110.893,284.565","0,0,134,171",
998,104.791015,2.39759,10548.0,14323.0,2019-11-27 11:17:22.519,36.67,0,112,192.0,55.0,L,0.0,9.0,false,false,0,"0.0,0.0,36.626,33.415","0.0,0.0,80.278,224.879","0,0,751,1692",
999,104.135515,2.223933,3018.0,13954.0,2019-11-27 11:17:22.519,32.493,0,77,103.0,73.0,M,0.0,173.0,false,false,0,"0.0,0.0,3.868,7.67","0.0,0.0,107.273,289.281","0,0,142,586",
1000,104.052402,2.213326,2089.0,14029.0,2019-11-27 11:17:22.519,31.948,0,36,80.0,41.0,M,0.0,8.0,false,false,0,"0.0,0.0,8.124,22.729","0.0,0.0,111.809,290.99","0,0,263,1532",
1001,105.044001,2.408145,13326.0,13866.0,2019-11-27 11:17:22.519,38.107,0,313,282.0,110.0,L,0.0,1.0,false,false,0,"0.0,0.0,90.226,74.431","0.0,0.0,71.768,198.835","0,0,1657,3346",
1002,104.14809,2.223084,3153.0,13917.0,2019-11-27 11:17:22.519,32.572,0,190,200.0,94.0,L,0.0,111.0,false,false,0,"0.0,0.0,7.693,6.638","0.0,0.0,108.061,321.22","0,0,251,586",
1003,104.150659,2.219119,3172.0,13869.0,2019-11-27 11:17:22.519,32.583,0,160,227.0,73.0,L,0.0,48.0,false,false,0,"0.0,0.0,9.269,6.625","0.0,0.0,108.781,324.319","0,0,295,574",
1004,105.717162,2.579778,21042.0,14179.0,2019-11-27 11:17:22.519,41.817,0,29,172.0,24.0,L,0.0,14.0,false,false,0,"0.0,0.0,6.617,4.923","0.0,0.0,47.541,166.214","0,0,96,230",
1005,105.665292,2.54526,20400.0,13928.0,2019-11-27 11:17:22.519,41.523,0,19,62.0,30.0,S,0.0,3.0,false,false,0,"0.0,0.0,6.449,2.254","0.0,0.0,47.374,165.149","0,0,94,133",
1006,105.821727,2.59598,22217.0,14117.0,2019-11-27 11:17:22.519,42.347,0,15,50.0,26.0,S,0.0,42.0,false,false,0,"0.0,0.0,6.579,2.282","0.0,0.0,51.298,173.949","0,0,102,140",
1007,104.143286,2.30496,3286.0,14797.0,2019-11-27 11:17:22.519,32.649,0,63,173.0,37.0,L,0.0,45.0,false,false,0,"0.0,0.0,6.651,6.85","0.0,0.0,117.315,373.153","0,0,229,631",
1008,104.147139,2.305868,3330.0,14798.0,2019-11-27 11:17:22.519,32.675,0,495,271.0,181.0,L,0.0,31.0,false,false,0,"0.0,0.0,13.125,10.18","0.0,0.0,115.969,377.937","0,0,423,965",
1009,104.142549,2.286854,3237.0,14607.0,2019-11-27 11:17:22.519,32.621,0,11,40.0,26.0,S,0.0,41.0,false,false,0,"0.0,0.0,1.801,6.543","0.0,0.0,110.219,268.3","0,0,74,447",
1010,104.107177,2.286475,2851.0,14682.0,2019-11-27 11:17:22.519,32.396,0,28,64.0,40.0,S,0.0,151.0,false,false,0,"0.0,0.0,4.056,23.559","0.0,0.0,112.102,205.172","0,0,136,1163",
1011,104.094125,2.274595,2682.0,14586.0,2019-11-27 11:17:22.519,32.297,0,78,141.0,53.0,L,0.0,6.0,false,false,0,"0.0,0.0,11.217,46.836","0.0,0.0,109.811,230.083","0,0,340,2460",
1012,104.15266,2.272673,3315.0,14433.0,2019-11-27 11:17:22.519,32.666,0,32,87.0,41.0,M,0.0,159.0,false,false,0,"0.0,0.0,4.258,5.031","0.0,0.0,107.07,289.413","0,0,155,439",
1013,104.150277,2.265582,3273.0,14363.0,2019-11-27 11:17:22.519,32.641,0,625,662.0,108.0,L,0.0,73.0,false,false,0,"0.0,0.0,14.225,12.571","0.0,0.0,105.572,258.912","0,0,414,791",
1014,104.126051,2.269462,3018.0,14459.0,2019-11-27 11:17:22.519,32.493,0,541,344.0,155.0,L,0.0,100.0,false,false,0,"0.0,0.0,9.372,8.114","0.0,0.0,107.742,254.252","0,0,288,602",
1015,104.122169,2.271345,2980.0,14488.0,2019-11-27 11:17:22.519,32.471,0,186,153.0,118.0,L,0.0,91.0,false,false,0,"0.0,0.0,11.564,6.51","0.0,0.0,108.827,252.981","0,0,353,495",
1016,104.107342,2.267567,2810.0,14481.0,2019-11-27 11:17:22.519,32.372,0,31,81.0,36.0,M,0.0,14.0,false,false,0,"0.0,0.0,8.793,12.102","0.0,0.0,108.271,260.421","0,0,271,769",
1017,105.680245,2.600425,20687.0,14482.0,2019-11-27 11:17:22.519,41.655,0,16,80.0,22.0,M,0.0,5.0,false,false,0,"0.0,0.0,3.945,2.028","0.0,0.0,48.489,163.45","0,0,66,124",
1018,105.723257,2.615164,21188.0,14543.0,2019-11-27 11:17:22.519,41.883,0,14,53.0,27.0,S,0.0,9.0,false,false,0,"0.0,0.0,4.289,1.497","0.0,0.0,48.44,164.33","0,0,70,105",
1019,105.754322,2.607498,21509.0,14391.0,2019-11-27 11:17:22.519,42.028,0,12,38.0,29.0,S,0.0,152.0,false,false,0,"0.0,0.0,5.353,1.601","0.0,0.0,48.79,165.971","0,0,83,110",
1020,105.833657,2.653368,22476.0,14702.0,2019-11-27 11:17:22.519,42.462,0,11,37.0,26.0,S,0.0,26.0,false,false,0,"0.0,0.0,4.339,1.188","0.0,0.0,53.646,174.917","0,0,78,100",
1021,105.662247,2.622184,20540.0,14754.0,2019-11-27 11:17:22.519,41.587,0,7,31.0,20.0,S,0.0,179.0,false,false,0,"0.0,0.0,2.758,1.563","0.0,0.0,48.981,164.711","0,0,52,107",
1022,105.776077,2.650229,21842.0,14797.0,2019-11-27 11:17:22.519,42.178,0,7,30.0,20.0,S,0.0,159.0,false,false,0,"0.0,0.0,2.752,1.603","0.0,0.0,50.355,168.967","0,0,53,112",
1023,104.442207,2.386909,6726.0,14995.0,2019-11-27 11:17:22.519,34.603,0,13,79.0,21.0,M,0.0,16.0,false,false,0,"0.0,0.0,3.486,2.663","0.0,0.0,99.015,260.9","0,0,121,232",
1024,104.33238,2.363816,5478.0,14997.0,2019-11-27 11:17:22.519,33.904,0,14,276.0,20.0,L,0.0,7.0,false,false,0,"0.0,0.0,2.746,2.426","0.0,0.0,102.2,363.56","0,0,106,307",
1025,104.952216,2.486118,12503.0,14902.0,2019-11-27 11:17:22.519,37.687,3,10,49.0,21.0,S,0.0,2.0,false,false,0,"0.0,0.0,3.079,1.239","0.0,0.0,71.045,209.078","0,0,80,122",AA
1026,105.048337,2.546613,13686.0,15329.0,2019-11-27 11:17:22.519,38.289,3,11,51.0,26.0,S,0.0,14.0,false,false,0,"0.0,0.0,1.087,3.206","0.0,0.0,69.517,198.391","0,0,44,200",AA
1027,104.943605,2.525018,12497.0,15335.0,2019-11-27 11:17:22.519,37.684,0,556,437.0,128.0,L,0.0,177.0,false,false,0,"0.0,0.0,109.676,80.127","0.0,0.0,73.688,219.187","0,0,2080,3849",
1028,104.045872,2.319834,2259.0,15175.0,2019-11-27 11:17:22.519,32.049,0,1040,516.0,222.0,L,0.0,104.0,false,false,0,"0.0,0.0,3.125,4.909","0.0,0.0,119.951,355.11","0,0,143,567",
1029,104.993895,2.503939,12997.0,14998.0,2019-11-27 11:17:22.519,37.94,3,42,194.0,54.0,L,0.0,144.0,false,false,0,"0.0,0.0,2.017,5.033","0.0,0.0,70.784,204.728","0,0,64,298",AA
1030,104.993212,2.502803,12987.0,14987.0,2019-11-27 11:17:22.519,37.934,3,27,81.0,31.0,M,0.0,180.0,false,false,0,"0.0,0.0,1.136,5.733","0.0,0.0,70.853,204.715","0,0,48,330",AA
1031,104.051225,2.315287,2307.0,15115.0,2019-11-27 11:17:22.519,32.077,0,7,24.0,26.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.011,2.4","0.0,0.0,128.24,410.302","0,0,82,384",
1032,104.045563,2.317784,2251.0,15154.0,2019-11-27 11:17:22.519,32.044,0,2197,837.0,320.0,L,0.0,149.0,false,false,0,"0.0,0.0,3.105,6.38","0.0,0.0,128.119,348.885","0,0,150,631",
1033,104.030036,2.304115,2051.0,15044.0,2019-11-27 11:17:22.519,31.926,0,21,69.0,27.0,S,0.0,19.0,false,false,0,"0.0,0.0,1.342,4.459","0.0,0.0,116.726,246.902","0,0,81,332",
1034,105.065883,2.510418,13795.0,14905.0,2019-11-27 11:17:22.519,38.344,0,39,236.0,36.0,L,0.0,13.0,false,false,0,"0.0,0.0,20.643,16.038","0.0,0.0,69.025,189.505","0,0,379,731",
1035,105.056956,2.510063,13697.0,14921.0,2019-11-27 11:17:22.519,38.295,0,246,368.0,67.0,L,0.0,6.0,false,false,0,"0.0,0.0,41.337,80.333","0.0,0.0,69.071,191.887","0,0,740,3472",
1036,104.987616,2.495675,12910.0,14924.0,2019-11-27 11:17:22.519,37.895,0,366,327.0,116.0,L,0.0,180.0,false,false,0,"0.0,0.0,52.499,68.232","0.0,0.0,70.348,208.199","0,0,947,3190",
1037,105.650187,2.649425,20470.0,15071.0,2019-11-27 11:17:22.519,41.555,0,11,44.0,25.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.39,1.982","0.0,0.0,47.766,164.4","0,0,58,123",
1038,105.765137,2.682289,21795.0,15163.0,2019-11-27 11:17:22.519,42.157,0,13,47.0,23.0,S,0.0,4.0,false,false,0,"0.0,0.0,4.655,2.153","0.0,0.0,49.036,167.095","0,0,75,130",
1039,104.336974,2.420426,5656.0,15588.0,2019-11-27 11:17:22.519,34.004,0,11,49.0,21.0,S,0.0,172.0,false,false,0,"0.0,0.0,3.078,1.84","0.0,0.0,99.595,335.693","0,0,112,237",
1040,105.039441,2.588239,13683.0,15792.0,2019-11-27 11:17:22.519,38.287,0,290,255.0,111.0,L,0.0,3.0,false,false,0,"0.0,0.0,48.327,88.901","0.0,0.0,72.801,211.961","0,0,925,4262",
1041,104.699902,2.512317,9815.0,15748.0,2019-11-27 11:17:22.519,36.282,0,130,175.0,70.0,L,0.0,13.0,false,false,0,"0.0,0.0,44.368,59.658","0.0,0.0,87.455,272.64","0,0,1006,3696",
1042,104.489507,2.459045,7404.0,15655.0,2019-11-27 11:17:22.519,34.977,0,344,537.0,78.0,L,0.0,131.0,false,false,0,"0.0,0.0,8.934,21.911","0.0,0.0,104.827,272.909","0,0,268,1380",
1043,105.048399,2.550049,13694.0,15366.0,2019-11-27 11:17:22.519,38.293,3,14,62.0,21.0,S,0.0,9.0,false,false,0,"0.0,0.0,0.552,3.474","0.0,0.0,69.835,198.169","0,0,35,211",AA
1044,104.984753,2.544076,12988.0,15445.0,2019-11-27 11:17:22.519,37.935,0,568,331.0,167.0,L,0.0,142.0,false,false,0,"0.0,0.0,78.976,185.217","0.0,0.0,73.009,221.821","0,0,1477,9151",
1045,105.465729,2.662458,18491.0,15624.0,2019-11-27 11:17:22.519,40.634,0,12,41.0,25.0,S,0.0,180.0,false,false,0,"0.0,0.0,2.096,4.22","0.0,0.0,57.753,142.188","0,0,51,174",
1046,105.875281,2.747133,23140.0,15607.0,2019-11-27 11:17:22.519,42.757,0,16,58.0,24.0,S,0.0,20.0,false,false,0,"0.0,0.0,2.903,4.317","0.0,0.0,56.199,166.762","0,0,61,211",
1047,106.016069,2.785933,24760.0,15705.0,2019-11-27 11:17:22.519,43.464,0,1360,418.0,323.0,L,0.0,22.0,false,false,0,"0.0,0.0,15.605,12.144","0.0,0.0,83.811,201.391","0,0,371,642",
1048,106.015875,2.785982,24758.0,15706.0,2019-11-27 11:17:22.519,43.464,0,1280,405.0,313.0,L,0.0,21.0,false,false,0,"0.0,0.0,12.804,11.178","0.0,0.0,90.839,208.097","0,0,371,642",
1049,105.381551,2.646683,17539.0,15645.0,2019-11-27 11:17:22.519,40.182,0,9,47.0,18.0,S,0.0,172.0,false,false,0,"0.0,0.0,3.145,3.078","0.0,0.0,73.134,163.301","0,0,84,160",
1050,105.574127,2.698811,19753.0,15768.0,2019-11-27 11:17:22.519,41.225,0,16,52.0,28.0,S,0.0,16.0,false,false,0,"0.0,0.0,4.533,2.64","0.0,0.0,48.793,151.734","0,0,74,134",
1051,105.695756,2.729388,21146.0,15821.0,2019-11-27 11:17:22.519,41.864,0,14,40.0,31.0,S,0.0,135.0,false,false,0,"0.0,0.0,6.076,2.208","0.0,0.0,46.873,153.74","0,0,89,123",
1052,105.882799,2.765444,23263.0,15785.0,2019-11-27 11:17:22.519,42.811,0,9,37.0,23.0,S,0.0,17.0,false,false,0,"0.0,0.0,4.918,3.032","0.0,0.0,56.867,162.258","0,0,90,156",
1053,104.790247,2.5435,10869.0,15876.0,2019-11-27 11:17:22.519,36.839,0,20,95.0,22.0,M,0.0,10.0,false,false,0,"0.0,0.0,4.1,1.906","0.0,0.0,80.07,250.693","0,0,110,182",
1054,105.031202,2.628923,13685.0,16243.0,2019-11-27 11:17:22.519,38.288,3,14,60.0,24.0,S,0.0,4.0,false,false,0,"0.0,0.0,1.324,3.491","0.0,0.0,70.181,210.934","0,0,49,223",AA
1055,104.978916,2.627698,13113.0,16348.0,2019-11-27 11:17:22.519,37.999,3,25,101.0,23.0,M,0.0,12.0,false,false,0,"0.0,0.0,1.527,4.028","0.0,0.0,70.946,217.556","0,0,53,260",AA
1056,104.050374,2.431202,2560.0,16348.0,2019-11-27 11:17:22.519,32.225,0,50,84.0,64.0,M,0.0,164.0,false,false,0,"0.0,0.0,4.098,4.528","0.0,0.0,105.782,311.74","0,0,146,413",
1057,105.25388,2.66179,16183.0,16093.0,2019-11-27 11:17:22.519,39.528,0,215,331.0,99.0,L,0.0,134.0,false,false,0,"0.0,0.0,2.133,4.211","0.0,0.0,80.469,221.555","0,0,72,286",
1058,105.102854,2.638828,14487.0,16188.0,2019-11-27 11:17:22.519,38.691,0,563,601.0,107.0,L,0.0,4.0,false,false,0,"0.0,0.0,95.334,143.039","0.0,0.0,72.869,222.642","0,0,1816,7157",
1059,104.987031,2.588066,13112.0,15908.0,2019-11-27 11:17:22.519,37.998,0,408,475.0,91.0,L,0.0,2.0,false,false,0,"0.0,0.0,46.918,73.725","0.0,0.0,72.84,219.594","0,0,885,3607",
1060,104.966352,2.589462,12890.0,15969.0,2019-11-27 11:17:22.519,37.885,0,388,349.0,110.0,L,0.0,173.0,false,false,0,"0.0,0.0,40.19,52.501","0.0,0.0,72.854,215.273","0,0,760,2502",
1061,104.976686,2.5848,12992.0,15896.0,2019-11-27 11:17:22.519,37.937,3,17,73.0,22.0,M,0.0,178.0,false,false,0,"0.0,0.0,1.276,4.739","0.0,0.0,72.222,215.901","0,0,50,295",AA
1062,105.462451,2.691199,18520.0,15938.0,2019-11-27 11:17:22.519,40.648,0,9,106.0,17.0,M,0.0,178.0,false,false,0,"0.0,0.0,3.413,3.185","0.0,0.0,58.161,150.429","0,0,71,151",
1063,105.546624,2.703453,19464.0,15879.0,2019-11-27 11:17:22.519,41.09,0,18,52.0,31.0,S,0.0,170.0,false,false,0,"0.0,0.0,3.449,4.075","0.0,0.0,50.058,137.505","0,0,62,162",
1064,105.673343,2.733844,20912.0,15918.0,2019-11-27 11:17:22.519,41.757,0,26,82.0,32.0,M,0.0,168.0,false,false,0,"0.0,0.0,8.026,3.944","0.0,0.0,46.692,147.907","0,0,111,175",
1065,105.78199,2.755016,22142.0,15900.0,2019-11-27 11:17:22.519,42.313,0,11,37.0,26.0,S,0.0,174.0,false,false,0,"0.0,0.0,4.108,5.481","0.0,0.0,50.528,155.287","0,0,70,237",
1066,105.259632,2.664174,16251.0,16105.0,2019-11-27 11:17:22.519,39.561,0,22,115.0,35.0,M,0.0,164.0,false,false,0,"0.0,0.0,1.016,2.928","0.0,0.0,80.92,227.65","0,0,50,230",
1067,105.512164,2.722199,19131.0,16156.0,2019-11-27 11:17:22.519,40.935,0,21,62.0,32.0,S,0.0,1.0,false,false,0,"0.0,0.0,5.797,3.5","0.0,0.0,53.35,164.698","0,0,97,176",
1068,105.783242,2.779206,22210.0,16155.0,2019-11-27 11:17:22.519,42.344,0,1390,553.0,279.0,L,0.0,11.0,false,false,0,"0.0,0.0,5.282,6.982","0.0,0.0,58.809,213.227","0,0,99,402",
1069,105.786857,2.777269,22245.0,16126.0,2019-11-27 11:17:22.519,42.359,0,2,22.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.179,1.865","0.0,0.0,63.793,234.229","0,0,27,198",
1070,105.813294,2.785352,22551.0,16153.0,2019-11-27 11:17:22.519,42.496,0,20,89.0,24.0,M,0.0,175.0,false,false,0,"0.0,0.0,4.515,3.605","0.0,0.0,52.707,141.499","0,0,79,155",
1071,105.719022,2.769284,21489.0,16193.0,2019-11-27 11:17:22.519,42.019,0,18,51.0,34.0,S,0.0,10.0,false,false,0,"0.0,0.0,7.502,3.347","0.0,0.0,47.607,127.608","0,0,107,132",
1072,105.75704,2.789792,21949.0,16327.0,2019-11-27 11:17:22.519,42.227,0,17,55.0,28.0,S,0.0,25.0,false,false,0,"0.0,0.0,6.491,3.33","0.0,0.0,54.161,216.931","0,0,108,224",
1073,105.778175,2.793521,22187.0,16319.0,2019-11-27 11:17:22.519,42.333,0,64,151.0,61.0,L,0.0,147.0,false,false,0,"0.0,0.0,2.773,2.777","0.0,0.0,69.183,304.37","0,0,79,343",
1074,105.783451,2.78042,22215.0,16168.0,2019-11-27 11:17:22.519,42.346,0,721,832.0,124.0,L,0.0,4.0,false,false,0,"0.0,0.0,3.697,3.885","0.0,0.0,68.684,266.932","0,0,99,402",
1075,105.790468,2.79404,22322.0,16297.0,2019-11-27 11:17:22.519,42.394,0,4,149.0,61.0,L,0.0,13.0,false,false,0,"0.0,0.0,1.696,1.443","0.0,0.0,66.517,265.4","0,0,56,197",
