target_number,lon,lat,xpixel,ypixel,detecttime,inc_ang,reliability,nr_pixels,length,width,size_class,heading_range,heading_north,lwh_reliability,manual_add,noise,significance,threshold_tile,max_value,false_alarm_cause
828,104.578658,1.685206,6623.0,7231.0,2019-11-27 11:17:22.519,34.545,0,834,405.0,255.0,L,0.0,12.0,false,false,0,"0.0,0.0,2.549,5.091","0.0,0.0,106.341,295.33","0,0,108,494",
829,104.483919,1.659991,5534.0,7177.0,2019-11-27 11:17:22.519,33.936,0,117,163.0,70.0,L,0.0,100.0,false,false,0,"0.0,0.0,22.592,107.634","0.0,0.0,100.989,327.809","0,0,596,7768",
830,104.451322,1.656029,5170.0,7209.0,2019-11-27 11:17:22.519,33.73,0,253,300.0,82.0,L,0.0,106.0,false,false,0,"0.0,0.0,64.619,106.233","0.0,0.0,102.826,338.648","0,0,1661,8000",
831,104.44093,1.649938,5043.0,7168.0,2019-11-27 11:17:22.519,33.658,0,36,90.0,37.0,M,0.0,9.0,false,false,0,"0.0,0.0,12.343,4.084","0.0,0.0,102.552,340.891","0,0,348,414",
832,104.020968,1.560572,267.0,7169.0,2019-11-27 11:17:22.519,30.861,0,27,55.0,45.0,S,0.0,92.0,false,false,0,"0.0,0.0,11.548,21.888","0.0,0.0,142.194,293.547","0,0,442,1598",
833,104.657992,1.708128,7539.0,7295.0,2019-11-27 11:17:22.519,35.051,0,463,558.0,96.0,L,0.0,3.0,false,false,0,"0.0,0.0,30.926,44.752","0.0,0.0,102.538,295.887","0,0,819,3043",
834,104.650213,1.71991,7481.0,7438.0,2019-11-27 11:17:22.519,35.02,0,181,180.0,98.0,L,0.0,126.0,false,false,0,"0.0,0.0,38.555,51.437","0.0,0.0,103.422,294.224","0,0,1017,3427",
835,105.805849,1.953817,20596.0,7315.0,2019-11-27 11:17:22.519,41.613,0,173,158.0,107.0,L,0.0,128.0,false,false,0,"0.0,0.0,24.624,64.915","0.0,0.0,49.399,155.892","0,0,325,2278",
836,105.745399,1.959273,19950.0,7510.0,2019-11-27 11:17:22.519,41.316,3,80,206.0,37.0,L,0.0,11.0,false,false,0,"0.0,0.0,4.86,13.639","0.0,0.0,49.647,159.434","0,0,78,527",AA
837,105.907217,2.008423,21825.0,7668.0,2019-11-27 11:17:22.519,42.171,3,28,87.0,31.0,M,0.0,16.0,false,false,0,"0.0,0.0,1.389,5.12","0.0,0.0,49.084,159.915","0,0,35,226",AA
838,104.436641,1.711535,5136.0,7832.0,2019-11-27 11:17:22.519,33.711,0,10,35.0,25.0,S,0.0,10.0,false,false,0,"0.0,0.0,4.456,1.187","0.0,0.0,106.699,336.422","0,0,158,196",
839,104.484894,1.754543,5759.0,8179.0,2019-11-27 11:17:22.519,34.062,0,182,208.0,83.0,L,0.0,142.0,false,false,0,"0.0,0.0,31.811,33.475","0.0,0.0,101.35,321.151","0,0,832,2416",
840,104.467428,1.751549,5562.0,8187.0,2019-11-27 11:17:22.519,33.951,0,201,228.0,89.0,L,0.0,142.0,false,false,0,"0.0,0.0,33.299,110.982","0.0,0.0,101.852,325.083","0,0,879,7988",
841,104.448515,1.741392,5333.0,8122.0,2019-11-27 11:17:22.519,33.822,0,183,182.0,100.0,L,0.0,131.0,false,false,0,"0.0,0.0,77.264,95.581","0.0,0.0,104.302,330.213","0,0,2029,6952",
842,104.480062,1.7279,5646.0,7907.0,2019-11-27 11:17:22.519,33.999,0,140,174.0,78.0,L,0.0,122.0,false,false,0,"0.0,0.0,41.372,98.494","0.0,0.0,104.371,309.922","0,0,1109,6684",
843,104.460086,1.727708,5428.0,7950.0,2019-11-27 11:17:22.519,33.876,0,149,200.0,72.0,L,0.0,137.0,false,false,0,"0.0,0.0,24.301,37.396","0.0,0.0,104.232,314.703","0,0,667,2624",
844,104.250823,1.688491,3060.0,8007.0,2019-11-27 11:17:22.519,32.518,0,64,177.0,38.0,L,0.0,17.0,false,false,0,"0.0,0.0,8.701,6.635","0.0,0.0,116.252,328.675","0,0,292,593",
845,104.252598,1.68526,3072.0,7969.0,2019-11-27 11:17:22.519,32.525,0,35,91.0,35.0,M,0.0,11.0,false,false,0,"0.0,0.0,8.677,13.4","0.0,0.0,116.821,346.198","0,0,294,1151",
846,104.644552,1.747111,7481.0,7740.0,2019-11-27 11:17:22.519,35.02,0,142,339.0,52.0,L,0.0,6.0,false,false,0,"0.0,0.0,16.766,42.627","0.0,0.0,103.983,306.666","0,0,458,2931",
847,104.47405,1.710025,5540.0,7731.0,2019-11-27 11:17:22.519,33.939,0,196,205.0,94.0,L,0.0,162.0,false,false,0,"0.0,0.0,68.445,42.887","0.0,0.0,104.29,305.875","0,0,1826,2940",
848,104.472317,1.707762,5516.0,7711.0,2019-11-27 11:17:22.519,33.926,0,50,123.0,39.0,L,0.0,159.0,false,false,0,"0.0,0.0,18.367,10.73","0.0,0.0,104.475,307.05","0,0,516,805",
849,104.436243,1.709917,5128.0,7815.0,2019-11-27 11:17:22.519,33.706,0,244,304.0,82.0,L,0.0,133.0,false,false,0,"0.0,0.0,38.114,72.07","0.0,0.0,106.446,336.941","0,0,1045,5297",
850,105.791202,1.985456,20508.0,7685.0,2019-11-27 11:17:22.519,41.573,0,151,145.0,103.0,L,0.0,135.0,false,false,0,"0.0,0.0,82.216,87.772","0.0,0.0,48.858,161.45","0,0,1045,3118",
851,104.837174,1.791315,9679.0,7774.0,2019-11-27 11:17:22.519,36.21,0,173,195.0,89.0,L,0.0,175.0,false,false,0,"0.0,0.0,34.387,28.849","0.0,0.0,86.248,261.396","0,0,771,1699",
852,104.687779,1.781191,8029.0,8004.0,2019-11-27 11:17:22.519,35.32,0,120,175.0,67.0,L,0.0,135.0,false,false,0,"0.0,0.0,25.576,54.302","0.0,0.0,107.013,298.691","0,0,713,3640",
853,105.832083,2.022922,21038.0,7992.0,2019-11-27 11:17:22.519,41.815,0,20,69.0,30.0,S,0.0,19.0,false,false,0,"0.0,0.0,3.465,3.479","0.0,0.0,46.885,161.955","0,0,58,173",
854,105.851383,2.026382,21256.0,7985.0,2019-11-27 11:17:22.519,41.914,0,185,158.0,116.0,L,0.0,84.0,false,false,0,"0.0,0.0,32.97,115.622","0.0,0.0,47.627,167.773","0,0,413,4357",
855,104.714505,1.80103,8365.0,8155.0,2019-11-27 11:17:22.519,35.502,3,23,95.0,31.0,M,0.0,164.0,false,false,0,"0.0,0.0,1.246,3.209","0.0,0.0,109.184,292.021","0,0,73,296",AA
856,104.726012,1.797796,8483.0,8094.0,2019-11-27 11:17:22.519,35.566,0,209,163.0,130.0,L,0.0,173.0,false,false,0,"0.0,0.0,32.876,113.256","0.0,0.0,111.104,296.557","0,0,951,7536",
857,105.30242,1.890057,14969.0,7773.0,2019-11-27 11:17:22.519,38.931,0,45,78.0,52.0,M,0.0,176.0,false,false,0,"0.0,0.0,4.343,3.136","0.0,0.0,70.567,197.456","0,0,102,194",
858,105.336469,1.90296,15369.0,7834.0,2019-11-27 11:17:22.519,39.129,0,11,51.0,21.0,S,0.0,18.0,false,false,0,"0.0,0.0,3.23,2.105","0.0,0.0,72.127,192.596","0,0,84,149",
859,104.538905,1.810493,6474.0,8652.0,2019-11-27 11:17:22.519,34.462,0,12,44.0,24.0,S,0.0,15.0,false,false,0,"0.0,0.0,4.357,2.315","0.0,0.0,96.428,292.342","0,0,139,241",
860,104.268895,1.736635,3366.0,8477.0,2019-11-27 11:17:22.519,32.695,0,38,242.0,51.0,L,0.0,149.0,false,false,0,"0.0,0.0,3.066,3.037","0.0,0.0,115.505,420.051","0,0,129,414",
861,104.454078,1.757458,5430.0,8280.0,2019-11-27 11:17:22.519,33.877,0,6,28.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.195,0.961","0.0,0.0,102.143,326.019","0,0,121,178",
862,104.705093,1.847627,8368.0,8671.0,2019-11-27 11:17:22.519,35.504,0,490,331.0,147.0,L,0.0,172.0,false,false,0,"0.0,0.0,41.143,153.88","0.0,0.0,108.656,295.9","0,0,1151,10199",
863,104.700543,1.832414,8284.0,8520.0,2019-11-27 11:17:22.519,35.458,0,104,142.0,74.0,L,0.0,177.0,false,false,0,"0.0,0.0,34.977,20.58","0.0,0.0,106.955,291.373","0,0,955,1385",
864,104.606406,1.819706,7230.0,8597.0,2019-11-27 11:17:22.519,34.881,0,271,277.0,95.0,L,0.0,119.0,false,false,0,"0.0,0.0,41.381,66.271","0.0,0.0,99.163,311.862","0,0,1055,4509",
865,104.475511,1.800078,5760.0,8684.0,2019-11-27 11:17:22.519,34.063,0,250,269.0,92.0,L,0.0,139.0,false,false,0,"0.0,0.0,42.12,84.781","0.0,0.0,98.405,305.363","0,0,1054,5753",
866,104.295768,1.753541,3697.0,8596.0,2019-11-27 11:17:22.519,32.887,0,54,302.0,114.0,L,0.0,11.0,false,false,0,"0.0,0.0,2.189,3.181","0.0,0.0,110.626,351.371","0,0,101,379",
867,104.630739,1.805131,7462.0,8387.0,2019-11-27 11:17:22.519,35.009,0,214,239.0,87.0,L,0.0,128.0,false,false,0,"0.0,0.0,51.007,83.111","0.0,0.0,100.714,312.3","0,0,1309,5775",
868,104.476579,1.772436,5709.0,8388.0,2019-11-27 11:17:22.519,34.034,0,222,248.0,91.0,L,0.0,131.0,false,false,0,"0.0,0.0,35.331,64.942","0.0,0.0,100.381,311.266","0,0,922,4533",
869,104.459119,1.764122,5500.0,8339.0,2019-11-27 11:17:22.519,33.916,0,195,213.0,96.0,L,0.0,156.0,false,false,0,"0.0,0.0,34.557,40.383","0.0,0.0,101.262,319.179","0,0,911,2991",
870,104.44046,1.756274,5279.0,8298.0,2019-11-27 11:17:22.519,33.792,0,77,180.0,42.0,L,0.0,164.0,false,false,0,"0.0,0.0,21.128,7.826","0.0,0.0,102.752,336.426","0,0,579,684",
871,104.432693,1.761387,5206.0,8370.0,2019-11-27 11:17:22.519,33.75,0,174,224.0,81.0,L,0.0,136.0,false,false,0,"0.0,0.0,33.827,32.901","0.0,0.0,102.171,332.298","0,0,898,2474",
872,104.453944,1.755896,5425.0,8264.0,2019-11-27 11:17:22.519,33.874,0,136,178.0,74.0,L,0.0,125.0,false,false,0,"0.0,0.0,31.296,46.474","0.0,0.0,102.157,326.56","0,0,838,3469",
873,104.442118,1.751395,5286.0,8243.0,2019-11-27 11:17:22.519,33.796,0,35,83.0,40.0,M,0.0,54.0,false,false,0,"0.0,0.0,9.031,6.396","0.0,0.0,102.665,336.009","0,0,267,573",
874,105.780557,2.035496,20505.0,8242.0,2019-11-27 11:17:22.519,41.571,3,22,84.0,27.0,M,0.0,10.0,false,false,0,"0.0,0.0,3.038,3.403","0.0,0.0,47.317,161.712","0,0,53,170",AA
875,105.896549,2.058988,21821.0,8230.0,2019-11-27 11:17:22.519,42.169,0,205,210.0,95.0,L,0.0,102.0,false,false,0,"0.0,0.0,30.665,142.383","0.0,0.0,48.946,170.765","0,0,397,5504",
876,105.348208,1.948598,15600.0,8293.0,2019-11-27 11:17:22.519,39.242,0,19,71.0,29.0,M,0.0,179.0,false,false,0,"0.0,0.0,1.989,4.941","0.0,0.0,74.42,187.307","0,0,64,259",
877,105.399838,1.968378,16207.0,8386.0,2019-11-27 11:17:22.519,39.539,0,282,251.0,109.0,L,0.0,123.0,false,false,0,"0.0,0.0,47.962,81.008","0.0,0.0,81.254,198.94","0,0,1014,3646",
878,105.840337,2.07705,21250.0,8549.0,2019-11-27 11:17:22.519,41.911,3,31,128.0,23.0,L,0.0,12.0,false,false,0,"0.0,0.0,1.911,4.178","0.0,0.0,47.572,170.481","0,0,40,210",AA
879,105.27972,1.948119,14853.0,8442.0,2019-11-27 11:17:22.519,38.873,0,12,51.0,23.0,S,0.0,176.0,false,false,0,"0.0,0.0,3.356,2.108","0.0,0.0,72.754,199.267","0,0,87,153",
880,104.298249,1.781764,3788.0,8890.0,2019-11-27 11:17:22.519,32.94,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,2.298,0.847","0.0,0.0,129.943,573.333","0,0,125,291",
881,104.202294,1.76324,2701.0,8911.0,2019-11-27 11:17:22.519,32.308,0,5,25.0,15.0,S,0.0,82.0,false,false,0,"0.0,0.0,3.943,2.741","0.0,0.0,115.774,352.854","0,0,140,288",
882,104.7603,1.903174,9095.0,9137.0,2019-11-27 11:17:22.519,35.897,0,51,96.0,52.0,M,0.0,1.0,false,false,0,"0.0,0.0,16.505,13.277","0.0,0.0,93.947,274.274","0,0,414,871",
883,104.754891,1.900042,9029.0,9116.0,2019-11-27 11:17:22.519,35.861,0,50,107.0,42.0,M,0.0,5.0,false,false,0,"0.0,0.0,20.93,13.184","0.0,0.0,95.048,273.208","0,0,530,872",
884,104.479629,1.850017,5918.0,9206.0,2019-11-27 11:17:22.519,34.152,0,93,124.0,79.0,L,0.0,156.0,false,false,0,"0.0,0.0,26.159,41.558","0.0,0.0,98.335,296.482","0,0,677,2763",
885,104.413498,1.836858,5168.0,9215.0,2019-11-27 11:17:22.519,33.729,0,54,112.0,53.0,M,0.0,180.0,false,false,0,"0.0,0.0,8.391,6.058","0.0,0.0,100.392,325.276","0,0,243,529",
886,104.493812,1.826427,6019.0,8923.0,2019-11-27 11:17:22.519,34.208,0,59,161.0,36.0,L,0.0,8.0,false,false,0,"0.0,0.0,11.456,22.706","0.0,0.0,97.702,291.242","0,0,310,1509",
887,104.476844,1.826336,5834.0,8960.0,2019-11-27 11:17:22.519,34.105,0,313,283.0,112.0,L,0.0,137.0,false,false,0,"0.0,0.0,56.608,56.423","0.0,0.0,99.009,306.214","0,0,1435,3871",
888,104.332624,1.806307,4218.0,9073.0,2019-11-27 11:17:22.519,33.187,0,63,357.0,71.0,L,0.0,2.0,false,false,0,"0.0,0.0,1.423,3.428","0.0,0.0,104.061,267.394","0,0,74,289",
889,104.315541,1.796178,4009.0,9004.0,2019-11-27 11:17:22.519,33.067,0,41,86.0,65.0,M,0.0,59.0,false,false,0,"0.0,0.0,1.91,2.63","0.0,0.0,113.35,374.703","0,0,97,382",
890,104.313327,1.795346,3983.0,9001.0,2019-11-27 11:17:22.519,33.052,0,7,73.0,25.0,M,0.0,81.0,false,false,0,"0.0,0.0,0.638,1.858","0.0,0.0,115.056,388.725","0,0,61,322",
891,104.427992,1.794571,5230.0,8733.0,2019-11-27 11:17:22.519,33.764,0,128,168.0,73.0,L,0.0,133.0,false,false,0,"0.0,0.0,22.139,37.871","0.0,0.0,99.662,322.622","0,0,575,2749",
892,104.317452,1.78612,4007.0,8893.0,2019-11-27 11:17:22.519,33.066,0,12,116.0,64.0,M,0.0,123.0,false,false,0,"0.0,0.0,1.597,2.0","0.0,0.0,112.177,373.145","0,0,87,312",
893,104.998452,1.914185,11713.0,8716.0,2019-11-27 11:17:22.519,37.279,3,18,106.0,19.0,M,0.0,12.0,false,false,0,"0.0,0.0,0.578,3.262","0.0,0.0,74.326,214.485","0,0,38,218",AA
894,105.367231,1.996769,15916.0,8762.0,2019-11-27 11:17:22.519,39.397,0,8,41.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,2.923,3.547","0.0,0.0,75.928,187.599","0,0,83,203",
895,105.391547,2.010572,16212.0,8854.0,2019-11-27 11:17:22.519,39.542,3,52,101.0,58.0,M,0.0,148.0,false,false,0,"0.0,0.0,3.548,6.401","0.0,0.0,78.017,191.736","0,0,97,323",AA
896,104.818846,1.92147,9774.0,9199.0,2019-11-27 11:17:22.519,36.26,0,368,384.0,109.0,L,0.0,1.0,false,false,0,"0.0,0.0,40.95,58.1","0.0,0.0,85.56,269.345","0,0,907,3567",
897,104.652885,1.920294,7964.0,9561.0,2019-11-27 11:17:22.519,35.284,0,130,213.0,58.0,L,0.0,5.0,false,false,0,"0.0,0.0,22.99,37.969","0.0,0.0,106.574,297.099","0,0,642,2549",
898,104.257613,1.847274,3494.0,9678.0,2019-11-27 11:17:22.519,32.77,0,54,120.0,48.0,M,0.0,18.0,false,false,0,"0.0,0.0,1.385,3.78","0.0,0.0,111.788,274.508","0,0,79,319",
899,104.257581,1.830668,3456.0,9502.0,2019-11-27 11:17:22.519,32.748,0,5,25.0,15.0,S,0.0,82.0,false,false,0,"0.0,0.0,0.871,2.67","0.0,0.0,108.58,252.915","0,0,63,238",
900,104.229477,1.836869,3164.0,9631.0,2019-11-27 11:17:22.519,32.578,0,61,296.0,38.0,L,0.0,178.0,false,false,0,"0.0,0.0,2.041,3.083","0.0,0.0,118.616,348.565","0,0,104,373",
901,104.223716,1.834109,3095.0,9615.0,2019-11-27 11:17:22.519,32.538,0,121,505.0,90.0,L,0.0,89.0,false,false,0,"0.0,0.0,1.775,4.026","0.0,0.0,117.156,347.706","0,0,94,429",
902,104.634618,1.901716,7723.0,9405.0,2019-11-27 11:17:22.519,35.152,0,148,282.0,50.0,L,0.0,8.0,false,false,0,"0.0,0.0,37.647,31.348","0.0,0.0,102.934,297.097","0,0,985,2136",
903,104.2436,1.819755,3279.0,9417.0,2019-11-27 11:17:22.519,32.645,0,328,509.0,100.0,L,0.0,135.0,false,false,0,"0.0,0.0,1.813,3.908","0.0,0.0,113.139,290.681","0,0,92,367",
904,104.74573,1.910537,8953.0,9248.0,2019-11-27 11:17:22.519,35.82,0,65,159.0,39.0,L,0.0,24.0,false,false,0,"0.0,0.0,15.538,8.491","0.0,0.0,95.781,271.977","0,0,406,588",
905,104.421585,1.843448,5271.0,9267.0,2019-11-27 11:17:22.519,33.787,0,154,166.0,91.0,L,0.0,142.0,false,false,0,"0.0,0.0,26.445,23.679","0.0,0.0,101.654,335.006","0,0,696,1842",
906,104.98198,1.995672,11718.0,9620.0,2019-11-27 11:17:22.519,37.282,3,56,281.0,60.0,L,0.0,103.0,false,false,0,"0.0,0.0,1.171,5.931","0.0,0.0,73.037,210.496","0,0,48,333",AA
907,104.814995,1.991233,9890.0,9949.0,2019-11-27 11:17:22.519,36.322,0,303,511.0,75.0,L,0.0,2.0,false,false,0,"0.0,0.0,34.458,52.479","0.0,0.0,85.655,266.612","0,0,790,3229",
908,104.807404,1.987549,9799.0,9927.0,2019-11-27 11:17:22.519,36.273,0,366,478.0,89.0,L,0.0,4.0,false,false,0,"0.0,0.0,34.295,39.204","0.0,0.0,85.735,271.358","0,0,770,2468",
909,104.161998,1.854001,2468.0,9965.0,2019-11-27 11:17:22.519,32.171,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.399,3.701","0.0,0.0,117.644,325.738","0,0,72,339",
910,104.827569,1.981103,10004.0,9813.0,2019-11-27 11:17:22.519,36.382,0,375,382.0,110.0,L,0.0,1.0,false,false,0,"0.0,0.0,35.615,50.449","0.0,0.0,83.353,263.732","0,0,772,2987",
911,104.928128,2.022726,11193.0,10029.0,2019-11-27 11:17:22.519,37.009,0,179,311.0,60.0,L,0.0,5.0,false,false,0,"0.0,0.0,28.916,22.207","0.0,0.0,75.81,238.418","0,0,573,1225",
912,104.973094,2.036232,11713.0,10071.0,2019-11-27 11:17:22.519,37.279,0,244,247.0,98.0,L,0.0,100.0,false,false,0,"0.0,0.0,103.081,321.548","0.0,0.0,74.982,275.291","0,0,1951,24137",
913,105.640469,2.174783,19294.0,10040.0,2019-11-27 11:17:22.519,41.011,0,147,263.0,54.0,L,0.0,12.0,false,false,0,"0.0,0.0,31.028,19.913","0.0,0.0,51.707,162.742","0,0,422,753",
914,106.067724,2.272173,24166.0,10115.0,2019-11-27 11:17:22.519,43.207,0,21,59.0,33.0,S,0.0,4.0,false,false,0,"0.0,0.0,6.681,5.603","0.0,0.0,68.149,153.51","0,0,139,235",
915,104.137665,1.910898,2332.0,10625.0,2019-11-27 11:17:22.519,32.091,0,11,62.0,34.0,S,0.0,49.0,false,false,0,"0.0,0.0,2.85,2.707","0.0,0.0,115.845,361.209","0,0,124,327",
916,104.783528,2.024667,9623.0,10376.0,2019-11-27 11:17:22.519,36.18,0,12,80.0,25.0,M,0.0,178.0,false,false,0,"0.0,0.0,2.859,1.086","0.0,0.0,89.874,262.468","0,0,97,145",
917,104.125234,1.883714,2135.0,10364.0,2019-11-27 11:17:22.519,31.975,3,13,45.0,26.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.955,1.247","0.0,0.0,118.371,312.994","0,0,158,187",AA
918,104.811816,2.06303,10018.0,10720.0,2019-11-27 11:17:22.519,36.39,0,87,278.0,45.0,L,0.0,9.0,false,false,0,"0.0,0.0,12.845,11.425","0.0,0.0,83.744,255.073","0,0,299,717",
919,104.795696,2.047351,9807.0,10589.0,2019-11-27 11:17:22.519,36.278,0,63,147.0,43.0,L,0.0,6.0,false,false,0,"0.0,0.0,8.051,6.535","0.0,0.0,86.644,262.971","0,0,204,452",
920,104.222211,1.928244,3292.0,10618.0,2019-11-27 11:17:22.519,32.652,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.275,1.888","0.0,0.0,108.358,332.39","0,0,47,252",
921,104.222792,1.928097,3298.0,10615.0,2019-11-27 11:17:22.519,32.656,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,0.989,1.671","0.0,0.0,108.6,334.593","0,0,66,235",
922,104.21727,1.926832,3235.0,10614.0,2019-11-27 11:17:22.519,32.619,0,1,10.0,10.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.003,1.512","0.0,0.0,109.285,320.155","0,0,67,227",
923,104.783223,2.026135,9623.0,10392.0,2019-11-27 11:17:22.519,36.18,0,56,116.0,43.0,M,0.0,175.0,false,false,0,"0.0,0.0,8.858,5.801","0.0,0.0,89.779,262.749","0,0,232,412",
924,104.218593,1.922242,3239.0,10562.0,2019-11-27 11:17:22.519,32.622,0,51,130.0,65.0,L,0.0,130.0,false,false,0,"0.0,0.0,1.701,3.163","0.0,0.0,111.075,332.734","0,0,88,358",
925,104.216033,1.899686,3160.0,10329.0,2019-11-27 11:17:22.519,32.576,0,634,573.0,189.0,L,0.0,135.0,false,false,0,"0.0,0.0,2.644,4.346","0.0,0.0,115.484,361.372","0,0,122,536",
926,104.776308,2.011686,9515.0,10254.0,2019-11-27 11:17:22.519,36.122,0,51,86.0,54.0,M,0.0,178.0,false,false,0,"0.0,0.0,20.185,9.86","0.0,0.0,90.903,269.528","0,0,482,660",
927,104.213073,1.89626,3120.0,10299.0,2019-11-27 11:17:22.519,32.552,0,3,18.0,12.0,S,0.0,55.0,false,false,0,"0.0,0.0,1.207,2.213","0.0,0.0,123.307,452.139","0,0,83,374",
928,104.215055,1.897764,3145.0,10310.0,2019-11-27 11:17:22.519,32.567,0,82,256.0,45.0,L,0.0,156.0,false,false,0,"0.0,0.0,2.527,3.872","0.0,0.0,120.578,432.722","0,0,122,536",
929,104.208648,1.893695,3066.0,10282.0,2019-11-27 11:17:22.519,32.521,0,2,22.0,10.0,S,0.0,10.0,false,false,0,"0.0,0.0,1.185,2.115","0.0,0.0,123.896,454.72","0,0,84,390",
930,104.203644,1.894796,3014.0,10305.0,2019-11-27 11:17:22.519,32.491,0,150,275.0,85.0,L,0.0,142.0,false,false,0,"0.0,0.0,3.09,4.062","0.0,0.0,119.118,446.074","0,0,136,563",
931,104.964596,2.076604,11712.0,10519.0,2019-11-27 11:17:22.519,37.279,3,48,128.0,35.0,L,0.0,9.0,false,false,0,"0.0,0.0,2.36,11.34","0.0,0.0,75.311,226.459","0,0,72,621",AA
932,104.966003,2.076903,11728.0,10519.0,2019-11-27 11:17:22.519,37.287,3,37,111.0,30.0,M,0.0,7.0,false,false,0,"0.0,0.0,1.686,8.923","0.0,0.0,75.162,225.943","0,0,59,504",AA
933,106.105603,2.322989,24693.0,10571.0,2019-11-27 11:17:22.519,43.435,0,23,61.0,35.0,S,0.0,161.0,false,false,0,"0.0,0.0,4.508,5.936","0.0,0.0,78.709,154.534","0,0,117,246",
934,104.902842,2.084143,11057.0,10739.0,2019-11-27 11:17:22.519,36.938,0,130,164.0,75.0,L,0.0,154.0,false,false,0,"0.0,0.0,42.263,44.527","0.0,0.0,77.835,248.702","0,0,859,2492",
935,104.457864,2.031893,6093.0,11187.0,2019-11-27 11:17:22.519,34.25,0,17,99.0,18.0,M,0.0,12.0,false,false,0,"0.0,0.0,2.916,2.837","0.0,0.0,99.871,323.018","0,0,108,299",
936,104.459381,2.022836,6089.0,11087.0,2019-11-27 11:17:22.519,34.248,0,6,28.0,22.0,S,0.0,10.0,false,false,0,"0.0,0.0,3.153,1.503","0.0,0.0,98.68,322.843","0,0,113,207",
937,104.774927,2.078369,9651.0,10966.0,2019-11-27 11:17:22.519,36.195,0,353,317.0,113.0,L,0.0,180.0,false,false,0,"0.0,0.0,51.376,59.321","0.0,0.0,87.136,265.411","0,0,1163,3607",
938,104.596912,2.048612,7645.0,11051.0,2019-11-27 11:17:22.519,35.11,0,180,254.0,73.0,L,0.0,178.0,false,false,0,"0.0,0.0,21.133,38.139","0.0,0.0,101.179,291.911","0,0,570,2460",
939,104.136402,1.946086,2398.0,11001.0,2019-11-27 11:17:22.519,32.13,0,151,356.0,108.0,L,0.0,125.0,false,false,0,"0.0,0.0,2.167,3.061","0.0,0.0,121.915,338.883","0,0,112,402",
940,104.811145,2.072893,10033.0,10826.0,2019-11-27 11:17:22.519,36.398,0,38,77.0,48.0,M,0.0,171.0,false,false,0,"0.0,0.0,10.842,9.366","0.0,0.0,84.079,257.263","0,0,267,615",
941,104.801851,2.07696,9941.0,10890.0,2019-11-27 11:17:22.519,36.349,0,414,487.0,112.0,L,0.0,176.0,false,false,0,"0.0,0.0,34.234,47.057","0.0,0.0,84.493,258.37","0,0,762,2776",
942,104.709721,2.059033,8897.0,10907.0,2019-11-27 11:17:22.519,35.79,0,418,352.0,118.0,L,0.0,158.0,false,false,0,"0.0,0.0,47.764,58.915","0.0,0.0,98.582,281.936","0,0,1208,3701",
943,104.130324,1.935141,2307.0,10899.0,2019-11-27 11:17:22.519,32.077,0,4,22.0,22.0,S,0.0,100.0,false,false,0,"0.0,0.0,1.938,2.64","0.0,0.0,128.393,448.41","0,0,94,412",
944,105.070761,2.123445,12974.0,10778.0,2019-11-27 11:17:22.519,37.928,0,163,193.0,88.0,L,0.0,66.0,false,false,0,"0.0,0.0,42.291,45.097","0.0,0.0,71.294,213.892","0,0,786,2160",
945,104.958108,2.117583,11734.0,10970.0,2019-11-27 11:17:22.519,37.29,3,18,77.0,23.0,M,0.0,7.0,false,false,0,"0.0,0.0,1.091,4.098","0.0,0.0,73.833,231.717","0,0,47,277",AA
946,104.956541,2.117611,11717.0,10973.0,2019-11-27 11:17:22.519,37.281,3,28,76.0,33.0,M,0.0,6.0,false,false,0,"0.0,0.0,0.869,5.974","0.0,0.0,73.724,232.645","0,0,43,368",AA
947,105.966617,2.317462,23167.0,10825.0,2019-11-27 11:17:22.519,42.769,0,28,132.0,22.0,L,0.0,14.0,false,false,0,"0.0,0.0,4.704,3.127","0.0,0.0,57.971,153.456","0,0,88,151",
948,105.550046,2.238016,18452.0,10917.0,2019-11-27 11:17:22.519,40.616,0,11,47.0,22.0,S,0.0,172.0,false,false,0,"0.0,0.0,2.916,2.999","0.0,0.0,61.251,167.804","0,0,67,161",
949,105.155516,2.176543,14017.0,11152.0,2019-11-27 11:17:22.519,38.456,0,42,105.0,48.0,M,0.0,2.0,false,false,0,"0.0,0.0,2.961,2.119","0.0,0.0,69.124,204.798","0,0,77,159",
950,104.905656,2.153683,11245.0,11472.0,2019-11-27 11:17:22.519,37.036,0,238,342.0,81.0,L,0.0,6.0,false,false,0,"0.0,0.0,47.214,30.897","0.0,0.0,75.692,243.797","0,0,920,1713",
951,105.081386,2.182819,13224.0,11385.0,2019-11-27 11:17:22.519,38.055,0,87,156.0,52.0,L,0.0,9.0,false,false,0,"0.0,0.0,21.129,10.808","0.0,0.0,69.922,214.284","0,0,394,575",
